ptp,boards,rt,response.Q0,response.Q1
sub_100,schema_2_2,41681.59999996424,"present, pumpkin, kiwi, phone","squirrel, wheel, cloud, bee, staircase, jeans"
sub_101,schema_2_2,55012,"Cupcake, Electric Stairs, Turntable, Bed","Table, Onion, Wheel, Library, Pumpkin, Sign"
sub_101,schema_4_2,43180,"Bathtub, Flipflop, Handle, Card, Mirror, Drape","Bus, Map, TV, Donut, Pipe, Sign"
sub_101,schema_4_4,47045,"Sink, Cucumber, Picnic table, Trafic light, Beer, Tomatoes ATM, Christmas tree","Cow, Drums, Bulb, Chair, Football, Fan"
sub_101,schema_6_0,33489,"Gift, Pumpkin, Kiwi, Telephone, Rose, Shovel","Squirrel, Wheel, Cloud, Bee, Stairs, Trousers"
sub_102,schema_6_0,60781,"CUPCAKE, STAIRS,RECORD PLAYER, BED, BASKETBALL AND PLUG","TABLE, ONION, STEERING WHEEL. BOOKSHELF. PUMPKIN AND NO SMOKING"
sub_102,schema_2_2,28450.800000000047,"BATH, FLIPFLOP. DOOR HANDLE, CARD","BUS, MAP. TV, DONUT, TAP, SIGN"
sub_102,schema_4_2,37584.200000000186,"SINK, CUCUMBER, TABLET, TRAFFIC LIGHTS, CUP, TOMATOES","COW, DRUMS, LIGHTBULB, CHAIR, BALL, FAN"
sub_102,schema_4_4,40967.299999999814,"PRESENT, PUMPKIN, KIWI, PHONE, ROSE, SPADE, CRISP, CUP","SQUIRRELL, WHEEL, CLOUD, BEE, STAIRS, JEANS"
sub_103,schema_4_2,76783.59999999963,"Cupcake, escalator, record player, bed, basketball, light switch","table, red onion, steering wheel, bookcase, pumpkin, no smoking sign"
sub_103,schema_4_4,58915.800000000745,"bath, flip flop, door handle, playing card, wing mirror, curtain, chair, salt","bus, map, tv, doughnut, taps, no parking sign"
sub_103,schema_6_0,50448.699999999255,"sink, cucumner, bench, traffic lights, pint beer, tomatoes","cow, drums, light, chair, rugby ball, ceiling fan"
sub_103,schema_2_2,35870.79999999888,"present, pumpkin, kiwi, telephone box","squirrel, bike wheel, cloud, bee, stairs, jeans"
sub_104,schema_6_0,60534,"Cupcake, escalator, briefcase, bed, basketball, plug"," table, onion, steering wheel, shelves, pumpkin, sign"
sub_104,schema_2_2,29739,"Bath, flip, flop, door handle, card","Bus, map, TV, donut, tap, sign"
sub_104,schema_4_2,51735,"Sink, cucumber, bench, lights, glass, tomatoes","cow, drums, bulb, chair, ball, fan"
sub_104,schema_4_4,55936,"present, pumpkin, kiwi, phone, rose, spade, chip, mug","Squirel, tire, cloud, wasp, stairs, jeans"
sub_105,schema_2_2,49969.699999999255,"Cupcake
Escalator
Drinking Fountain
Bed","Table
Onion
Steering Wheel
Shelves
Pumpkin
No Smoking Sign"
sub_105,schema_4_2,146502.5,"Bath
Sandal
Door Handle
Card
Car mirror
Curtains","Bus
Map
TV
Donut
Tap
No Parking "
sub_105,schema_4_4,51958.099999997765,"Sink
Cucumber
Table
Traffic Lights
Guinness
Fruit
ATM
Xmas Tree","Cow
Drum Kit
Light Bulb
Chair
American Football
Fan"
sub_105,schema_6_0,62270.800000000745,"Presents
Pumpkin
Kiwi
Payphone
Flower
Shovel","Squirrel
Bike Wheel
Cloud
Bee
Stairs
Jeans"
sub_106,schema_6_0,64745.70000000298,"cake, escalator, sink, bed, basketball, plug","table, onion, steering wheel, bookcase, pumpkin, no smoking sign"
sub_106,schema_2_2,45389.29999999702,"bath, flip flop, handle, playing card","bus, map, tv, doughnut, tap, no parking sign"
sub_106,schema_4_2,63619.09999999404,"sink, cucumber, bench, traffic light, beer, tomatoes","cow, drum, bulb, chair, ball, fan"
sub_106,schema_4_4,46579.40000000596,"present, pumpkin, kiwi, pump, rose, spade, crisps, mug","squirrel, wheel, cloud, wasp, stairs, jeans"
sub_107,schema_2_2,76141.89999997616,"Cupcake, escalator, water fountain, bed, ","table, onion, steering wheel, shelves, pumpkin, no smoking sign"
sub_107,schema_4_2,69976,"bath, sandal, door handle, card, mirror, curtain","school bus, world map, tv, doughnut, tap, sign"
sub_107,schema_4_4,66019.10000002384,"sink, cucumber, picnic table, stop lights, coca-cola, tomatoes, ATM, christmas tree","cow, drums, light, rocking chair, football, ceiling fan"
sub_107,schema_6_0,43554.40000009537,"Present, pumpkin, kiwi, phone, rose, shovel","squirrel, wheel, cloud, bee , stairs, jeans"
sub_108,schema_2_2,33212.59999999963,Cupcake escalator drinking fountain bed,Table onion steering wheel bookshelf pumpkin no smoking sign
sub_108,schema_4_2,25856.60000000149,Bath flip-flop door handle ace wing mirror curtain,School bus map TV doughnut sink no parking sign
sub_108,schema_4_4,79115.60000000149,Sync cucumber bench traffic lights pint tomatoes ATM Christmas tree,Cow drum set bulb chair ball ceiling fan
sub_108,schema_6_0,36110.09999999963,gift pumpkin kiwi phone rose hoe,squirrel wheel cloud wasp stairs jeans
sub_109,schema_4_2,70859,"cupcake, escalator, drawer, bed, basketball, socket","table, onion, steering wheel, shelfs, pumpkin, no smoking"
sub_109,schema_4_4,50998.800000190735,"Bathtub, slipper, door handle, card, wing mirror, curtain, chair, salt","school bus, map, tv, donut, tap, no parking"
sub_109,schema_6_0,65604.20000004768,"sink, cucumber, bench, traffic light, beer, fruit","cow, drum kit, light bulb, chair, rugby ball, fan"
sub_109,schema_2_2,61592.59999990463,"present, pumpkin, kiwi, telephone","squirrel, wheel, cloud, bee, stairs, jeans"
sub_110,schema_6_0,70456.80000000075,"cake, escalator, fountain, bed, ball, socket, ","table, onion, wheel, shelf, pumpkin, sign"
sub_110,schema_2_2,37985.5,"bath, slipper, handle, card","bus, map, TV, doughnut, tap, sign"
sub_110,schema_4_2,39842.09999999963,"sink, cucumber, bench, light, beer, tomato","cow, drums, bulb, chair, rugby ball, fan"
sub_110,schema_4_4,34717.10000000149,"present, pumpkin, kiwi, phone, rose, spade, crisp, flask","squirrel, wheel, cloud, bee, stairs, jeans"
sub_111,schema_4_2,73347,"Cupcake, escalator, gold box, bed, basketball, plug socket","Table, onion slice, wheel, shelves, small pumpkin, no smoking sign"
sub_111,schema_4_4,81573.69999980927,"Bath, flip flops, door handle, ace of spades, car window, curtains, chair, salt","American school bus, map, computer monitor, donut, taps, P no go sign"
sub_111,schema_6_0,50269.799999952316,"Sink, cucumber, bench, traffic lights, guiness, tomatoes","cow, drums, lightbulb, chair, rugby ball, ceiling fan"
sub_111,schema_2_2,38949.10000014305,"Present, pumpkin, kiwi, petrol tank","Squirrel, wheel, cloud, bee, stairs, jeans"
sub_112,schema_4_4,91166.7000002861,"cupcake, escalator, sink, bed, basketball, plug socket, pasta, shower head","table, onion, steering wheel, shelves, pumpkin, no smoking sign"
sub_112,schema_6_0,73278.39999961853,"bath, flipflop, door handle, ace of diamonds, wing mirror, curtain","school bus, world map, monitor, donut, tap, no parking sign"
sub_112,schema_2_2,43973.800000190735,"sink, cucumber, bench, traffic lights","cow, drunk kit, light bulb, rocking chair, american football, ceiling fan"
sub_112,schema_4_2,48037.5,"present, pumpkin, kiwi, phone, rose, spade","squirrel, wheel, cloud, bee, stairs, jeans"
sub_113,schema_4_4,66142,"Cake, escalator, sink, bed, ball, socket, pasta, shower head","table, onion, wheel, bookcase, pumpkin, no smoking sign"
sub_113,schema_6_0,71080,"bath, flip flop, handle, card, car mirror, curtain","bus, map, tv, doughnut, taps, no parking sign"
sub_113,schema_2_2,76322.80000000005,"sink, cucumber, table, lights","cow, drums, bulb, rocking chair, rugby ball, ceiling light"
sub_113,schema_4_2,51973.10000000009,"present, pumpkin, kiwi, phone, rose, spade","squirrel, wheel, cloud, wasp, stairs, jeans"
sub_114,schema_4_4,141775.2999997139,"cupcake, escalator, sink thing, bed, basketball, plug socket, pasta, shower head","table, onion slice, steering wheel, bookcase, pumpkin, no smoking sign"
sub_114,schema_6_0,115471.89999961853,"bath, sandal, door handle, ace card, wing mirror, curtain","bus, map of world, tv, doughnut, taps, no parking sign"
sub_114,schema_2_2,89876.19999980927,"sink, cucumber, picnic table, traffic lights","cow, drums, bulb, chair, American football, fan"
sub_114,schema_4_2,97213,"present, pumpkin, kiwi?, public payphone, flower, shovel","squirrel, bicycle hweel, cloud, bee, staircase, jeans"
sub_115,schema_4_4,95578.59999990463,"cupcake, escalators, music box, bed, basket ball, plug, pasta, shower","table, onion, wheel, bookshelf, pumpkin, sign"
sub_115,schema_6_0,89352,"bathtub, flip flop, door handle, card, mirror, curtain","bus, map, tv, doughnut, faucet, sign"
sub_115,schema_2_2,37923.7999997139,"sink, cucumber, bench, traffic lights","cow, drums, bulb, chair, rugby ball, fan"
sub_115,schema_4_2,52699.89999961853,"present, pumpkin, kiwi, telephone, flower, shovel","squirrel, wheel, cloud, wasp, stairs, trousers"
sub_116,schema_4_4,65496.29999999888,"cupcake
escalator
drinking fountain
bed
basketball
socket
pasta
showerhead","table 
onion
steering wheel
book case
pumpkin
no smoking sign"
sub_116,schema_6_0,99495.70000000112,"bathtub
flipflop
handle
ace
wingmirror
curtain","bus
map
monitor
donut
tap
no parking sign"
sub_116,schema_2_2,121055.5,"sink
cucumber
picnic bench
traffic lights","cow
drum kit
bulb
chair
football
fan"
sub_116,schema_4_2,63025.20000000112,"present
carved pumpkin
kiwi
telephone
rose
shovel","squirrel
wheel
cloud
bee
stairs
jeans"
sub_117,schema_6_0,74984.10000000149,"Cake, escalator, box, bed, basketball, socket","Table, onion, steeringwheel, bookcase, pumpkin, no smoking"
sub_117,schema_2_2,34765,"bath, flipflop, handle, ace","bus, map, tv, donut, tap, no park"
sub_117,schema_4_2,67855.90000000224,"Sink, Cucumber, picnic, lights, Guinness tomatoes","cow, drums, light, chair, NFL, fan"
sub_117,schema_4_4,55748.5,"present, pumpkin, kiwim phone, rose, spade, wrap, mug",",squirrel, wheel, cloud, wasp, stairs, jeans"
sub_118,schema_2_2,97880,"cupcake, escalator, water fountain, bed","table, onion, wheel, bookshelf, pumpkin, sign"
sub_118,schema_4_2,77508.89999999851,"bath, slipper, handle, card, mirror, curtain","bus, map, screen, doughnut, tap, sign"
sub_118,schema_4_4,94649.40000000224,"sink, cucumber, picnin bench, traffic lights, pint, tomatoes, ATM, Christmas tree","cow, drums, lightbulb, rocking chair, football, ventilator"
sub_118,schema_6_0,53002.89999999851,"gift, Halloween pumpkin, kiwi, phone, rose, spade","squirrel, wheel, cloud, bee, stairs, jeans"
sub_119,schema_4_2,64778,"Cupcake, escalator, sink, bed, basketball, electric plug","Table, onion, steering wheel, shelf, pumpkin, no smoking sign"
sub_119,schema_4_4,52666.10000000149,"Bath, flip flop, door handle, ace, wing mirror, curtain, chair, salt","School bus, map, TV, donut, tap, no parking sign"
sub_119,schema_6_0,46591.39999999851,"Sink, cucumber, picnic bench, traffic light, beer, tomatoes","Cow, drumkit, bulb, rocking chair, rugby ball, ceiling fan"
sub_119,schema_2_2,28135.300000000745,"Present, pumpkin, kiwi, phone","Squirrel, wheel, cloud, bee, staircase, jeans"
sub_120,schema_2_2,79255.69999999925,"cupcake, escalator, fountain, bed","table, onion, wheel, shelf, pumpkin, sign"
sub_120,schema_4_2,61580.900000002235,"Bath, sandel, handle, card, mirror, curtain","bus, map, monitor, doughnut, faucet, sign"
sub_120,schema_4_4,70204.39999999851,"sink, cucumber, bench, lights, pint, tomato, atm, tree","cow, drums, bulb, chair, football, fan"
sub_120,schema_6_0,57411.699999999255,"present, pumpkin, kiwi, phone, rose, shovel","squirrel, wheel, cloud, bee, stairs, jeans"
sub_121,schema_4_2,102798.59999999404,"cake, escaltor, fountain bed basketball socket ",table onion wheel shelf pumpkin    sign
sub_121,schema_4_4,46935.19999998808,bath flipflop doorhandle card mirror curtain chair salt,bus map tv doughnut tap sign
sub_121,schema_6_0,39999.29999999702,sink cucumber bench lights beer tomato,cow drums light bulb chair football fan
sub_121,schema_2_2,28322.59999999404,present pumpkin kiwi phone,squirrel wheel cloud wasp stairs jeans
sub_122,schema_6_0,52378,"Cake, stairs, sink, bed, ball, socket,"," table, onion, steering wheel, shelf, pumpkin, sign"
sub_122,schema_2_2,57036,"bath, sandal, handle, card","bus, map, tv, donut, tap, sign"
sub_122,schema_4_2,135164,"sink, cucumber, bench, lights, pint, tomatoes","cow, drums, lightbulb, chair, ball, fan"
sub_122,schema_4_4,158876,"gift, pumpkin, kiwi, phone, rose, spade, crisp, flask","squirrel, wheel, cloud, bee, stairs, jeans"
sub_123,schema_4_4,142086,"Cupcake, escalator, water fountain, bed, basketball, sockets, pasta, showerhead","Coffee table, red onion, steering wheel, bookshelf, pumpkin, no smoking sign"
sub_123,schema_6_0,81763.5,"Bathtub, flip flop, door handle, ace playing card, wing mirror, curtain","School bus, map, TV, doughnut, tap, no parking sign (at a guess, as I don't drive!)"
sub_123,schema_2_2,44281.20000001788,"sink, cucumber, table, traffic lighs","model cow, drum set, lightbulb, rocking chair, american football, ceiling fan"
sub_123,schema_4_2,64239.30000001192,"present, carved pumpkin, kiwi fruit, telephone box, pink rose, shovel","squirrel, bike wheel, cloud, bee or wasp, metal stairs, jeans"
sub_124,schema_2_2,78032.5,"cupcake, escalator, sink, bed","table, red onion, steering wheel, bookcase, pumpkin, no smoking sign"
sub_124,schema_4_2,67251.20000001788,"bath, flip flop, door handle, ace of diamonds card, wing mirror, curtain","school bus, world map, tv, donut, faucet, no parking sign"
sub_124,schema_4_4,91125.69999998808,"sink, cucumber, bench, traffic lights, pint, tomatoes, ATM, Christmas tree","cow, drumkit, light bulb, chair, rugby ball, fan"
sub_124,schema_6_0,74802.39999997616,"present, pumpkin, kiwi, payphone, rose, spade","squirrel, bicycle wheel, cloud, bee, stairs, jeans"
sub_125,schema_6_0,75958.5,"cupcake 
escalator 
water fountain
 bed 
basketball 
outlet ","coffee table 
onion
steering wheel
bookshelf 
pumpkin
no smoking sign "
sub_125,schema_2_2,107708.80000001192,"bathtub
flip flop 
door hadnyl 
ace of diamonds/ card","school bus 
world map 
monitor 
glazed doughnut
sink
no parking sign "
sub_125,schema_4_2,57377.80000001192,"sink 
cucumber 
bench 
traffic light 
pint glass 
tomatoes ","cow 
drumset 
light bulb 
rocking chair 
football 
fan "
sub_125,schema_4_4,98912.10000002384,"present 
carved pumpkin
kiwi
payphone
rose
shovel
chip
flask ","squirrel 
bike tire 
cloud
bee 
stair
jeans"
sub_126,schema_6_0,61477.39999985695,"Cupcake, elevator, CD player, bed, basketball, plug socket.","Table, onion, steering wheel, book shelf, pumpkin, no smoking sign. "
sub_126,schema_2_2,50967,"Bath, flip flop, door handle, card. ","School bus, map of the world, television, donut, tap, no parking sign. "
sub_126,schema_4_2,103004.69999980927,"Sink, cucumber, picnic bench, traffic lights, pint of beer, cherry tomatoes. ","Cow, drum set, light bulk, rocking chair, rugby ball, ceiling fan."
sub_126,schema_4_4,54513,"Present, pumpkin. kiwki, flower, spade, wrap, jug.","Squirrel, bike wheel, cloud, wasp, stair case, pair of jeans. "
sub_127,schema_2_2,36507,"cupcake, elevator, box, bed","table, onion, wheel, bookcase, pumpkin, sign"
sub_127,schema_4_2,33563,"bath, slipper, handle, card, side mirror, curtains","bus, map, tv, donut, tap, sign"
sub_127,schema_4_4,85870,"sink, cucumber, bench and table, lights, beer, tomatoes, atm, christmas tree","cow, drumms, light bulb, chair, ball, fan"
sub_127,schema_6_0,542530,"gift, pumpkin, kiwi, telephone, rose, spade","squirell, wheel, cloud, bee, staris, jeans"
sub_128,schema_4_4,118729,"Cup cake, elevator stairs, record player, bed, basketball, plug socket, pasta, showerhead","Table, onion, steering wheel, bookcase, pumpkin, no smoking sign"
sub_128,schema_6_0,47117.79999998212,"bath, flip flop, door handle, card, wing mirror, curtain","School bus, map, monitor, donut, taps, no parking sign"
sub_128,schema_2_2,39680.30000001192,"Sink, cucumber, picnic table, traffic lights","Cow, drum kit, light bulb, chair, rugby ball, ceiling fan"
sub_128,schema_4_2,65532.30000001192,"Present, halloween pumpkin, kiwi, phone, rose, shovel","Squirrel, bike wheel, cloud, wasp, stairs, jeans"
sub_129,schema_6_0,70916,"Table
Onion 
Steering Wheel 
Shelves
Pumpkin 
Sign","Table
Onion 
Steering Wheel 
Shelves
Pumpkin 
Sign"
sub_129,schema_2_2,40393.20000001788,"bus
map
TV 
Doughnut 
tap
sign","bus
map
TV 
Doughnut 
tap
sign"
sub_129,schema_4_2,36853.89999997616,"cow
drums 
bulb
chair 
ball
fan","cow
drums 
bulb
chair 
ball
fan"
sub_129,schema_4_4,30337.5,"squirrel 
wheel
cloud
bee
stairs
Jeans","squirrel 
wheel
cloud
bee
stairs
Jeans"
sub_130,schema_6_0,111257.40000000596,cake stairs sink bed ball socket,table onion wheel shelf pumpkin sign
sub_130,schema_2_2,50259.89999999106,bath shoe handle card,bus map tv donut taps sign
sub_130,schema_4_2,59431.90000000596,sink cucumber bench lights glass fruit,cow drums bulb chair ball fan
sub_130,schema_4_4,88534.20000000298,gift pumpkin kiwi phone rose shovel crisp jug,squirrel wheel cloud wasp stairs jeans 
sub_131,schema_2_2,98839.7000002861,"Cake, escaltor, sink, bed","table, onion, steering wheel, cabinet, pumpkin, sign"
sub_131,schema_4_2,44992.89999961853,"Bath, sandal, handle, card, mirror, curtain","Bus, map, tv, donut, tap, sign"
sub_131,schema_4_4,69571.09999990463,"sink, cucumber, bench, traffic light, drink, tomato, ATM, Christmas tree","Cow, drum kit, lightbulb, chair, football, fan"
sub_131,schema_6_0,49848.2999997139,"Gift, Pumpkin, Kiwi, Phone, Rose, Shovel","Squirrel, Wheel, Cloud, Bee, Stairs, Jeans"
sub_132,schema_4_4,153442.19999980927,"Cupcake
Escalator
music player
bed
basketball
switch
pasta
shower","table
onion
steering wheel
shelf
pumpkin
sign"
sub_132,schema_6_0,99515.40000009537,"bathtub
sandal
door knob
playing card
car mirror
curtain","bus
map
tv
donut
tap
sign"
sub_132,schema_2_2,89447.20000004768,"sink
cucumber
table
traffic lights","cow
drums
light bulb
rocking chair
American football
ceiling fan"
sub_132,schema_4_2,75307.10000014305,"gift
pumpkin
kiwi fruit
gas station
rose
shovel","squirrel
bike wheel
cloud
bee
stairs
jeans"
sub_133,schema_6_0,54333.60000000149,"bun, esculator, till, bed, ball, outlet","table, onion, wheel, bookcase, pumpkin, sign"
sub_133,schema_2_2,99636.29999999702,"drawer, flipflop, handle, card","bus, map, TV, donut, tap, sign"
sub_133,schema_4_2,62663.5,"sink, cucumber, bench, lights, pint, tomatoes","cow, drum, bulb, chair, American football, fan"
sub_133,schema_4_4,105339.60000000149,"present, pumpkin, kiwi, phone, rose, shovel, crisp, mug","squirrel, wheel, cloud, wasp, stairs, jeans"
sub_134,schema_4_2,84687.10000002384,"Cupcake
Escalator
Water Fountain
Bed
Basketball
Plug","Table
Onion
Steering Wheel
Shelves
Pumpkin
No Smoking Sign"
sub_134,schema_4_4,96048.59999996424,"Bathtub
Flip Flop
Door Handle
Ace of Diamonds
Wing mirror
Curtain
Foldable Chair
Salt Shaker","School Bus
World Map
TV
Donut
Sink
No Parking Sign"
sub_134,schema_6_0,86773.89999997616,"Sink
Cucumber
Bench
Traffic Light
Guiness
Cherry Tomatoes","Cow
Drum Kit
Lightbulb
Rocking Chair
American Football
Ceiling Fan"
sub_134,schema_2_2,52764.69999998808,"Present
Carved Pumpkin
Kiwi
Telephone
","Squirrel
Tire
Cloud
Wasp
Stairs
Jeans"
sub_135,schema_6_0,53459.79999998212,-,"table, onion, steering wheel, shelves, pumpkin, sign"
sub_135,schema_2_2,59174.80000001192,i dont remember,"bus, map, tv, doughnut, tap, parking sign"
sub_135,schema_4_2,87368.20000001788,not sure,"cow, drum, lightbulb, chair, rugby ball, ceiling fan"
sub_135,schema_4_4,39013.59999999404,nt sure ,"squirrel, wheel, cloud, wasp/bee, stairs, trousers"
sub_136,schema_4_2,52735.40000000596,"Cupcake, Escalator, Sink, Bed, Basketball, Socket","Table, Onion, Steering Wheel, Bookcase, Pumpkin, No Smoking Sign"
sub_136,schema_4_4,46844.5,"Bath, Flip Flop, Handle, Card, Wing Mirror, Curtain, Chair, Salt Shaker","Bus, Map, TV, Doughnut, Faucet, No Parking Sign"
sub_136,schema_6_0,31571.399999976158,"Sink, Cucumber, Bench, Traffic Light, Beer, Tomato","Cow, Drums, Bulb, Rocking Chair, American Football, Fan Light"
sub_136,schema_2_2,28293,"Present, Pumpkin, Kiwi, Phone","Squirrel, Wheel, Cloud, Wasp, Stairs, Jeans"
sub_137,schema_4_4,118272,"Table, Onion, Wheel, Cabinet, Pumpkin, No smoking sign","Table, Onion, Wheel, Cabinet, Pumpkin, No smoking sign "
sub_137,schema_6_0,48083,"Bus, Map, TV, Doughnut,Tap, No parking sign","Bus, Map, TV, Doughnut,Tap, No parking sign"
sub_137,schema_2_2,27018.90000000596,"Cow, Drums, Light bulb, chair, Rugby ball, Fan","Cow, Drums, Light bulb, chair, Rugby ball, Fan"
sub_137,schema_4_2,96328.10000000149,"Squirre, tyre, cloud, wasp, stairs, jeans ","Squirre, tyre, cloud, wasp, stairs, jeans "
sub_138,schema_6_0,147177,"cupcake, escalator, sink, bed, basketball, plug socket","table, onion, steering wheel, bookcase, pumpkin, no smoking sign"
sub_138,schema_2_2,53512,"bath, flip flop, door handle, playing card","bus, map, TV, doughnut, tap, no parking sign"
sub_138,schema_4_2,56230,"sink, cucumber, bench, lights, pint, tomatoes","cow, drums, lightbulb, chair, american football, fan"
sub_138,schema_4_4,70283,"present, pumpkin, kiwi, phone, flower, spade, dorito, flask","squirrel, wheel, cloud, bee, stairs, jeans"
sub_139,schema_4_2,59445.800000000745,"cupcake, escalator, drinking fountain, basketball, power socket","table, red onion, steering wheel, bookcase, pumpkin, no smoking sign"
sub_139,schema_4_4,32218.400000000373,"sink, show, door handle, card, mirror, curtain, seat, salt","bus, map, tv, doughnut, tap, no parking sign"
sub_139,schema_6_0,42029.700000000186,"sink, cucumber, table, traffic light, drink, tomatoes","cow, drum, lightbulb, chair, football, fan"
sub_139,schema_2_2,35491.79999999888,"present, pumpkin, kiwi fruit, phone","squirrel, wheel, cloud, bee, stairs, jeans"
sub_140,schema_4_4,75765.60000002384,cupcake escalator case bed basketball socket macaroni showerhead ,table onion steering wheel bookcase pumpkin no smoking sign
sub_140,schema_6_0,52857.5,bath flipflop doorknob card wing mirror curtain,school bus map TV donut tap no parking sign
sub_140,schema_2_2,42590.10000002384,sink cucumber picnic bench traffic lights,cow drumkit lightbulb rocking chair football fan
sub_140,schema_4_2,36630,present pumpkin kiwi payphone rose shovel,squirrel tyre cloud bee stairs jeans
